Wall time,Step,Value
1676693778.4827676,0,0.19241151213645935
1676693778.4847283,1,0.3113524913787842
1676693778.4847283,2,0.42616039514541626
1676693778.4847283,3,0.4967656433582306
1676693778.4847283,4,0.5731576085090637
1676693778.4847283,5,0.630888044834137
1676693778.4847283,6,0.6692774891853333
1676693778.4847283,7,0.6976323127746582
1676693778.4847283,8,0.7138112783432007
1676693778.4847283,9,0.7217283248901367
1676693778.4847283,10,0.7190819978713989
1676693778.4847283,11,0.7198612093925476
1676693778.4847283,12,0.7248767614364624
1676693778.4857247,13,0.7295450568199158
1676693778.4857247,14,0.7246176600456238
1676693778.4857247,15,0.7260621190071106
1676693778.4857247,16,0.7320572137832642
1676693778.4867232,17,0.730758547782898
1676693778.4867232,18,0.737105667591095
1676693778.4877293,19,0.7405486702919006
1676693778.4877293,20,0.7405486702919006
1676693778.4877293,21,0.7428213953971863
1676693778.4877293,22,0.7428213953971863
1676693778.4887178,23,0.7404266595840454
1676693778.4887178,24,0.7377633452415466
1676693778.4887178,25,0.7372012734413147
1676693778.4887178,26,0.7353637218475342
1676693778.4887178,27,0.7353637218475342
1676693778.4887178,28,0.732697069644928
1676693778.4897149,29,0.7297269105911255
1676693778.4897149,30,0.7297269105911255
1676693778.4897149,31,0.7322426438331604
1676693778.4897149,32,0.7360888123512268
1676693778.4897149,33,0.7388643026351929
1676693778.4907122,34,0.7364883422851562
1676693778.4907122,35,0.7371395826339722
1676693778.4907122,36,0.7356720566749573
1676693778.4907122,37,0.7333660125732422
1676693778.4907122,38,0.7345781326293945
1676693778.4917092,39,0.7344262003898621
1676693778.4917092,40,0.7331557273864746
1676693778.4917092,41,0.7331557273864746
1676693778.4917092,42,0.7331557273864746
1676693778.4917092,43,0.7344890832901001
1676693778.4917092,44,0.7333252429962158
1676693778.4927068,45,0.7333252429962158
1676693778.4927068,46,0.7308154106140137
1676693778.4927068,47,0.7308154106140137
1676693778.4927068,48,0.7319343090057373
1676693778.4927068,49,0.7341005802154541
